item_id,product_name,category,occasion,body_type_fit,color,price,trend_score,sustainability_score,audience,target_market,fit,pattern,material
10054485,Veni Vidi Vici Women Teal Green Solid Fitted Crop Top,top,casual,all,Green,468,5,5,adult,women,unknown,solid,unknown
10052711,Titan Men Blue Analogue Watch 90103KM02,accessory,casual,all,Blue,6796,5,5,adult,men,unknown,solid,unknown
10054483,Veni Vidi Vici Women Red Solid Fitted Crop Top,top,casual,all,Red,468,5,5,adult,women,unknown,solid,unknown
10039367,Marks & Spencer Women Blue Slim Fit Mid-Rise Low Distress Stretchable Jeans,bottom,casual,all,Blue,799,5,5,adult,women,slim,unknown,unknown
10038955,Sergio Tacchini Men Black Sneakers,footwear,casual,all,Black,4999,5,5,adult,men,unknown,unknown,unknown
10058481,Roadster Women Grey Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,bottom,casual,all,Grey,1299,5,5,adult,women,skinny,unknown,unknown
10046833,Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,599,5,5,adult,men,slim,unknown,unknown
10039969,berrytree Girls Pink T-shirt Organic Cotton Sustainable Dress,one_piece,casual,pear,Pink,599,5,9,kids,women,unknown,printed,cotton
10058191,Roadster Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,1299,5,5,adult,women,skinny,unknown,unknown
10063521,Red Tape Men Tan Brown Leather Mid-Top Formal Boots,footwear,formal,all,Red,2048,5,5,adult,men,unknown,unknown,leather
10039763,Camey Girls Blue & White Striped Top with Jeans,bottom,casual,all,Blue,1119,5,5,kids,women,unknown,striped,unknown
1005081,Arrow Sport Red Woollen Sleeveless Sweater,top,casual,all,Red,1999,5,5,adult,unisex,unknown,unknown,unknown
10052053,Titan Raga Cocktail Men Black Analogue watch NL1787KM02,accessory,party,all,Black,9196,5,5,adult,men,unknown,solid,unknown
10052767,Sonata Women Beige Analogue Watch 8123SL03,accessory,casual,all,Beige,1475,5,5,adult,women,unknown,printed,leather
10058429,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,1299,5,5,adult,women,skinny,unknown,unknown
10052517,Titan Classique Men White Analogue watch NL90101KM01,accessory,casual,all,White,7836,5,5,adult,men,unknown,textured,unknown
10058245,Roadster Women Black Skinny Fit Mid-Rise Low Distress Stretchable Jeans,bottom,casual,all,Black,524,5,5,adult,women,skinny,unknown,unknown
10046881,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,599,5,5,adult,men,skinny,unknown,unknown
10060111,CODE by Lifestyle Men Green & Navy Blue Slim Fit Checked Casual Shirt,top,casual,all,Blue,849,5,5,adult,men,slim,checked,unknown
10054507,Veni Vidi Vici Women Green Solid Fitted Crop Top,top,casual,all,Green,468,5,5,adult,women,unknown,solid,unknown
10052299,Sonata Essentials Men Off White Analogue watch NL77082YL02,accessory,casual,all,White,949,5,5,adult,men,unknown,solid,leather
10039387,Marks & Spencer Women Navy Blue Super Skinny Fit Low-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,899,6,5,adult,women,skinny,unknown,unknown
10052483,Fastrack Men Charcoal Grey Analogue Watch 38050SM02,accessory,casual,all,Grey,2502,5,5,adult,men,unknown,textured,unknown
10044699,Respiro Men Black Formal Slip-Ons,footwear,formal,all,Black,683,5,5,adult,men,unknown,unknown,leather
1005390,San Frissco Men Tan Textured Leather High-Top Flat Boots,footwear,casual,all,Red,1198,5,5,adult,men,unknown,textured,leather
10054501,Veni Vidi Vici Women Black Solid Bardot Crop Top,top,casual,all,Black,516,5,5,adult,women,unknown,solid,unknown
10048389,Mitera Beige Embroidered Saree,one_piece,casual,all,Red,1759,5,5,adult,unisex,unknown,unknown,unknown
10056613,Fame Forever by Lifestyle Men Navy Blue Solid Round Neck T-shirt,top,casual,all,Blue,349,5,5,adult,men,unknown,solid,unknown
10043077,Rajnandini Maroon Silk Crepe Unstitched Dress Material,one_piece,casual,all,Maroon,1663,5,6,adult,unisex,unknown,printed,silk
10054479,Veni Vidi Vici Women Black Solid Bardot Crop Top,top,casual,all,Black,468,5,5,adult,women,unknown,solid,unknown
10059977,CODE by Lifestyle Men Navy Blue & White Slim Fit Checked Casual Shirt,top,casual,all,Blue,949,5,5,adult,men,slim,checked,unknown
10039477,LA LOFT Women White Solid Shirt Style Top,top,casual,all,White,719,5,5,adult,women,unknown,solid,unknown
10054351,Yuris Women Pink & White Printed Straight Kurta,top,casual,all,White,599,5,5,adult,women,unknown,printed,unknown
10058237,Roadster Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,bottom,casual,all,Grey,1299,6,5,adult,women,skinny,unknown,unknown
10054817,Veni Vidi Vici Women Mustard Yellow Bodycon Dress,one_piece,casual,all,Yellow,756,5,5,adult,women,unknown,solid,unknown
10052041,Fastrack Men Grey Analogue Watch 9298PV10,accessory,casual,all,Grey,1400,5,5,adult,men,unknown,solid,unknown
10052753,Titan Grandmaster Men Black Analogue watch NL1789KM02,accessory,casual,all,Black,9996,5,5,adult,men,unknown,solid,unknown
10051481,Calvin Klein Unisex Black Large Trolley Bag,accessory,casual,all,Black,11880,5,5,adult,unisex,unknown,unknown,unknown
10052659,Titan Men Blue Genuine Leather Analogue Watch 1802WL01,accessory,casual,all,Blue,2556,5,5,adult,men,unknown,solid,leather
10052681,Sonata Reloaded Men Grey Analogue watch 7924NL02,accessory,casual,all,Grey,1575,5,5,adult,men,unknown,solid,leather
10054803,Veni Vidi Vici Women Burgundy Solid Bodycon Dress,one_piece,casual,all,Burgundy,792,5,5,adult,women,unknown,solid,unknown
10052317,Titan Men Grey Analogue Watch 1756QM01,accessory,casual,all,Grey,4956,5,5,adult,men,unknown,printed,unknown
10046837,Roadster Men Black Slim Fit Low-Rise Clean Look Stretchable Jeans,bottom,casual,all,Black,1299,5,5,adult,men,slim,unknown,unknown
10054385,Yuris Women Pink & Off-White Printed Kurta with Sharara,top,casual,all,White,881,5,5,adult,women,unknown,printed,unknown
10050389,IMYOUNG Men Blue & Brown Slim Fit Checked Casual Shirt,top,casual,all,Blue,1299,5,5,adult,men,slim,checked,unknown
10052311,Titan Women Maroon Analogue Watch 95062WD01,accessory,casual,all,Maroon,8396,5,5,adult,women,unknown,unknown,unknown
10062285,CHUTPUT Kids Blue & Yellow Solid Sweater with Applique Detail,top,casual,all,Blue,1125,5,5,kids,unisex,unknown,solid,unknown
10052487,Sonata Splash Women Black Analogue watch NL87019SP03,accessory,casual,all,Black,899,5,5,adult,women,unknown,solid,unknown
10051891,Sonata Men Charcoal Grey Printed Leather Straps Analogue Watch 77085PL01,accessory,casual,all,Grey,875,5,5,adult,men,unknown,printed,leather
10036335,ColorPlus Men Blue Tailored Fit Printed Semiformal Shirt,top,casual,all,Blue,1039,5,5,adult,men,tailored,printed,unknown
10056031,Fame Forever by Lifestyle Men White Printed Round Neck T-shirt,top,casual,all,White,399,5,5,adult,men,unknown,printed,unknown
10051329,Tokyo Talkies Women Pink Self Design Peplum Top,top,casual,all,Pink,1499,5,5,adult,women,unknown,self_design,unknown
10038953,Sergio Tacchini Men White Sneakers,footwear,casual,all,White,4999,5,5,adult,men,unknown,unknown,unknown
10052419,Titan Octane Men White Analogue watch 90103KM01,accessory,casual,all,White,7356,5,5,adult,men,unknown,solid,unknown
10036981,Gliders Men Tan Brown Solid Sneakers,footwear,casual,all,Brown,1619,5,5,adult,men,unknown,solid,leather
10054505,Veni Vidi Vici Women Olive Green Solid Bardot Crop Top,top,casual,all,Green,468,5,5,adult,women,unknown,solid,unknown
10043651,Cherry Crumble Boys Black & Red Colourblocked Jacket,top,casual,all,Red,1119,5,5,kids,men,unknown,unknown,cotton
10058381,Roadster Women Charcoal Grey Skinny Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Grey,849,5,5,adult,women,skinny,unknown,unknown
10059811,CODE by Lifestyle Men White & Pink Regular Fit Printed Formal Shirt,top,formal,all,White,649,5,5,adult,men,regular,printed,unknown
10046827,Roadster Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Black,1299,5,5,adult,men,slim,unknown,unknown
10061085,CODE by Lifestyle Men Beige Striped Polo Collar T-shirt,top,casual,all,Beige,899,5,5,adult,men,unknown,striped,unknown
10051595,Be Indi Women Red A-Line Dress,one_piece,casual,pear,Red,678,5,5,adult,women,unknown,printed,unknown
10037207,Shaily Pink & Silver-Coloured Pure Linen Checked Saree,one_piece,casual,all,Red,779,5,6,adult,unisex,unknown,solid,linen
10053697,Alcis Men Black & Red Slim Fit Solid Running Track Pants,bottom,casual,all,Red,949,5,5,adult,men,slim,solid,unknown
10036571,ColorPlus Men Beige Tailored Fit Checked Casual Shirt,top,casual,all,Red,874,5,5,adult,men,tailored,checked,unknown
10063569,Harvard Men Grey Mesh Running Shoes,footwear,casual,all,Grey,2699,5,5,adult,men,unknown,unknown,unknown
10051949,Fastrack Trendies Women White Analogue watch NL68006PP02,accessory,casual,all,White,1516,5,5,adult,women,unknown,solid,unknown
10052065,Titan Raga Viva Women Grey Analogue watch NL2608WM02,accessory,casual,all,Grey,4076,5,5,adult,women,unknown,solid,unknown
10063537,Red Tape Men Coffee Brown Leather Semiformal Slip-Ons,footwear,formal,all,Red,1448,5,5,adult,men,unknown,textured,leather
10058435,Roadster Women Blue Skinny Fit Mid-Rise Mildly Distressed Jeans,bottom,casual,all,Blue,1299,5,5,adult,women,skinny,unknown,unknown
10043601,Solemio Men Beige Regular Fit Printed Casual Shirt,top,casual,all,Beige,1395,5,5,adult,men,regular,printed,unknown
10050841,Kryptic Men White Striped Polo Collar T-shirt,top,casual,all,White,699,5,5,adult,men,unknown,striped,unknown
10052739,Fastrack Men Grey Analogue Watch 3124SP02,accessory,casual,all,Grey,1676,5,5,adult,men,unknown,solid,unknown
10039951,berrytree Boys Red Solid Organic Cotton Polo Collar  Sustainable T-shirt,top,casual,all,Red,499,5,9,kids,men,unknown,solid,cotton
10054543,Veni Vidi Vici Women Maroon Solid Bardot Crop Top,top,casual,all,Maroon,468,5,5,adult,women,unknown,solid,unknown
10054893,Veni Vidi Vici Women Red Solid Cold-Shoulder Fit & Flare Dress,one_piece,casual,pear,Red,756,5,5,adult,women,unknown,solid,unknown
10051681,LA LOFT Women Khaki Solid Shirt Style Crop Top,top,casual,all,Khaki,721,5,5,adult,women,unknown,solid,unknown
1004314,Wishful by W Women Navy Printed Kurta,top,casual,all,Navy,3299,5,5,adult,women,unknown,printed,unknown
10054855,Veni Vidi Vici Solid Olive Green Ruched Bodycon Dress,one_piece,casual,all,Green,756,5,5,adult,unisex,unknown,solid,unknown
10052679,Sonata Sleek Men Grey Analogue watch 7131WL01,accessory,casual,all,Grey,1999,5,5,adult,men,unknown,solid,leather
10059829,CODE by Lifestyle Men Yellow Slim Fit Solid Formal Shirt,top,formal,all,Yellow,749,5,5,adult,men,slim,solid,unknown
10058315,Roadster Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,bottom,casual,all,Blue,569,5,5,adult,women,skinny,unknown,unknown
10060653,CODE by Lifestyle Men Blue Striped Polo Collar T-shirt,top,casual,all,Blue,649,5,5,adult,men,unknown,striped,unknown
10039715,MsFQ Women Peach-Coloured Printed A-Line Top,top,casual,pear,Red,493,5,5,adult,women,unknown,printed,unknown
10051449,Call It Spring Men Black Semiformal Loafers,footwear,casual,all,Black,3499,5,5,adult,men,unknown,unknown,unknown
10052359,Fastrack Women Black Analogue Watch 6176KM19,accessory,casual,all,Black,2760,5,5,adult,women,unknown,solid,unknown
10038885,WITH Men Navy Blue Slim Fit Checked Casual Shirt,top,casual,all,Blue,612,5,5,adult,men,slim,checked,unknown
10036293,ColorPlus Men Blue & White Tailored Fit Checked Casual Shirt,top,casual,all,Blue,999,5,5,adult,men,tailored,checked,unknown
10053675,Alcis Men Black Solid Slim Fit Training Track Pants,bottom,casual,all,Black,899,5,5,adult,men,slim,solid,unknown
10059979,CODE by Lifestyle Men Mustard Yellow & Black Regular Fit Checked Casual Shirt,top,casual,all,Yellow,849,5,5,adult,men,regular,checked,unknown
10052281,Sonata Utsav Men White Analogue watch NL7125BM01,accessory,casual,all,White,1899,5,5,adult,men,unknown,solid,unknown
10052635,Titan Women Brown Analogue Watch 2590SM01,accessory,casual,all,Brown,3836,5,5,adult,women,unknown,solid,unknown
10037023,Shaily Red & Black Pure Georgette Printed Saree,one_piece,casual,all,Red,1299,5,5,adult,unisex,unknown,printed,unknown
10058389,Roadster Women Black Skinny Fit Mid-Rise Slash Knee Stretchable Jeans,bottom,casual,all,Black,1299,5,5,adult,women,skinny,unknown,unknown
10058309,Roadster Women Blue Skinny Fit Mid-Rise Slash Knee Stretchable Jeans,bottom,casual,all,Blue,1299,5,5,adult,women,skinny,printed,unknown
10051303,Tokyo Talkies Women Mustard Yellow & Red Sheath Dress,one_piece,casual,all,Red,574,5,5,adult,women,unknown,striped,unknown
10051955,Titan Karishma Gents Men Black Analogue watch NL1777YL01,accessory,casual,all,Black,1996,5,5,adult,men,unknown,solid,leather
10044431,TIMESMITH Women Gold-Toned Analogue Watch TSC-046,accessory,casual,all,Gold,499,5,5,adult,women,unknown,unknown,unknown
10052273,Titan Octane Men Blue Analogue watch 90108KL01,accessory,casual,all,Blue,7756,5,5,adult,men,unknown,solid,leather
10052199,Sonata Essentials Men White Analogue watch 77083YL01,accessory,casual,all,White,1075,5,5,adult,men,unknown,solid,leather
10052457,Fastrack Men Grey Digital Watch 38045PP02,accessory,casual,all,Grey,1756,5,5,adult,men,unknown,solid,unknown
10048029,SPYKAR Women Navy Blue Adora Skinny Fit Mid-Rise Clean Look Cropped Stretchable Jeans,bottom,casual,all,Blue,879,6,5,adult,women,skinny,unknown,unknown
10052313,Fastrack Men Black Leather Analogue Watch 3124SL05,accessory,casual,all,Black,1960,5,5,adult,men,unknown,printed,leather
10051251,Vishudh Women Blue & Red Printed A-Line Kurta,top,casual,pear,Blue,989,5,5,adult,women,unknown,printed,unknown
10050369,IMYOUNG Men Blue & White Slim Fit Checked Casual Shirt,top,casual,all,Blue,1299,5,5,adult,men,slim,checked,unknown
10054611,Veni Vidi Vici Women Pink Solid Layered Cropped Bardot Top,top,casual,all,Red,468,6,5,adult,women,unknown,solid,unknown
10058353,Roadster Women Blue Skinny Fit Mid-Rise Low Distress Stretchable Jeans,bottom,casual,all,Blue,474,5,5,adult,women,skinny,unknown,unknown
10052247,Sonata Splash Women Blue Analogue watch NL87019SP02,accessory,casual,all,Blue,899,5,5,adult,women,unknown,printed,unknown
10052301,Titan Women Black Analogue Watch 2598SL01,accessory,casual,all,Black,1276,5,5,adult,women,unknown,solid,leather
10055817,Fame Forever by Lifestyle Men Olive Green Slim Fit Self Design Chinos,bottom,casual,all,Green,849,5,5,adult,men,slim,self_design,unknown
10052505,Zoop Marvel Unisex Kids Blue Analogue watch C4048PP25,accessory,casual,all,Blue,995,5,5,kids,unisex,unknown,printed,unknown
10051327,Tokyo Talkies Women Yellow Floral Printed Peplum Top,top,casual,all,Yellow,699,5,5,adult,women,unknown,printed,unknown
10041745,Forever New Women Black Tapered Fit Solid Formal Trousers,bottom,formal,pear,Red,3800,5,5,adult,women,unknown,solid,unknown
10056445,Fame Forever by Lifestyle Men Green Solid Round Neck T-shirt,top,casual,all,Green,449,5,5,adult,men,unknown,solid,unknown
10062273,CHUTPUT Kids White & Olive Green Striped Sweater with Applique Detail,top,casual,all,Green,1125,5,5,kids,unisex,unknown,striped,unknown
10051517,Kvsfab Women Multicoloured Maxi Dress,one_piece,casual,all,Red,1519,5,5,adult,women,unknown,unknown,unknown
10054469,Veni Vidi Vici Women Maroon Solid Crop Bardot Top,top,casual,all,Maroon,468,5,5,adult,women,unknown,solid,unknown
10036559,ColorPlus Men Red & Blue Regular Fit Checked Casual Shirt,top,casual,all,Blue,944,5,5,adult,men,regular,checked,unknown
10042697,Rajnandini Brown Striped Unstitched Dress Material,one_piece,casual,all,Brown,598,5,5,adult,unisex,unknown,solid,unknown
10036669,ColorPlus Men Beige Regular Fit Solid Regular Trousers,bottom,casual,all,Beige,1169,5,5,adult,men,regular,solid,unknown
10054795,Veni Vidi Vici Women Maroon Solid Fit & Flare Dress,one_piece,casual,pear,Maroon,756,5,5,adult,women,unknown,solid,unknown
10052629,Fastrack Women Grey Analogue Watch 68009PP10,accessory,casual,all,Grey,1596,5,5,adult,women,unknown,solid,unknown
10052745,Titan Workwear Women White Analogue watch NL2596SL01,accessory,formal,all,White,2076,5,5,adult,women,unknown,solid,leather
10053909,Respiro Men Brown & Black Comfort Sandals,footwear,casual,all,Black,593,5,5,adult,men,unknown,unknown,leather
10051997,Sonata Sleek Men Black Analogue watch 7131NL02,accessory,casual,all,Black,1999,5,5,adult,men,unknown,solid,leather
10052737,Titan Ceramics Men Black Analogue watch NL90089KD02,accessory,casual,all,Black,12396,5,5,adult,men,unknown,solid,unknown
10043665,Cherry Crumble Girls Pink Solid Sweater,top,casual,all,Pink,857,5,5,kids,women,unknown,solid,unknown
10060549,CODE by Lifestyle Men Navy Blue Regular Fit Striped Casual Shirt,top,casual,all,Blue,849,5,5,adult,men,regular,striped,unknown
10058537,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,1299,5,5,adult,women,skinny,unknown,unknown
10055975,Fame Forever by Lifestyle Men Black Solid Round Neck T-shirt,top,casual,all,Black,599,5,5,adult,men,unknown,solid,unknown
10054431,Veni Vidi Vici Women Rust Orange Solid Fitted Crop Top,top,casual,all,Orange,468,5,5,adult,women,unknown,solid,unknown
10060299,CODE by Lifestyle Men Blue Slim Fit Printed Formal Shirt,top,formal,all,Blue,749,5,5,adult,men,slim,printed,unknown
10052701,Titan Workwear Women White Analogue watch NL2588KM01,accessory,formal,all,White,3836,5,5,adult,women,unknown,solid,unknown
10052085,Sonata Blush Women Pink Analogue watch 8123WM01,accessory,casual,all,Pink,2299,5,5,adult,women,unknown,solid,unknown
10052625,Fastrack Fundamentals Women Blue Analogue watch NL68008SM03,accessory,casual,all,Blue,1080,5,5,adult,women,unknown,solid,unknown
10056457,Fame Forever by Lifestyle Men Mustard Yellow Printed Round Neck T-shirt,top,casual,all,Yellow,299,5,5,adult,men,unknown,printed,unknown
10040837,Besiva Women Pink Printed Round Neck T-shirt,top,casual,all,Pink,629,5,5,adult,women,unknown,printed,unknown
10053683,Alcis Men Black Solid Training Slim Fit Track Pants,bottom,casual,all,Black,999,5,5,adult,men,slim,solid,unknown
10054577,Veni Vidi Vici Women Black Solid Fitted Crop Top,top,casual,all,Black,468,5,5,adult,women,unknown,solid,unknown
10054583,Veni Vidi Vici Women Sea Green Solid Bardot Crop Top,top,casual,all,Green,516,5,5,adult,women,unknown,solid,unknown
10052725,Titan Men Black Analogue Watch 90104KM04,accessory,casual,all,Black,7596,5,5,adult,men,unknown,solid,unknown
10046861,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Acid Wash Stretchable Jeans,bottom,casual,all,Blue,1299,5,5,adult,men,skinny,unknown,unknown
10039963,berrytree Unisex Navy Blue Solid Polo Collar Slim Fit Sustainable T-shirt,top,casual,all,Blue,499,5,7,adult,unisex,slim,solid,unknown
10051541,DODO & MOA Women Red Solid Basic Jumpsuit,one_piece,casual,all,Red,976,5,5,adult,women,unknown,solid,unknown
10038943,Sergio Tacchini Men Blue Sneakers,footwear,casual,all,Blue,3999,5,5,adult,men,unknown,unknown,unknown
10036633,ColorPlus Men Maroon & Blue Regular Fit Checked Casual Shirt,top,casual,all,Blue,874,5,5,adult,men,regular,checked,unknown
10052245,Titan Men Blue Analogue Watch 90099SL01,accessory,casual,all,Blue,9995,5,5,adult,men,unknown,solid,leather
10040599,Besiva Women Pink Solid Regular Fit Hot Pants,bottom,casual,all,Pink,599,5,5,adult,women,regular,solid,unknown
10052055,Fastrack Men Grey Textured Analogue Watch 3124SL06,accessory,casual,all,Red,1960,5,5,adult,men,unknown,textured,leather
1003781,Aurelia Red Kurta,top,casual,all,Red,399,5,5,adult,unisex,unknown,printed,unknown
10052723,Titan Women White Analogue Watch 2480SM09,accessory,casual,all,White,2956,5,5,adult,women,unknown,solid,unknown
10052079,Sonata Reloaded Men Blue Analogue watch 77031SL01,accessory,casual,all,Blue,1575,5,5,adult,men,unknown,solid,leather
10056541,Fame Forever by Lifestyle Men Blue Slim Fit Solid Regular Trousers,bottom,casual,all,Blue,909,5,5,adult,men,slim,solid,unknown
10046897,Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,899,5,5,adult,men,slim,unknown,unknown
10056033,Fame Forever by Lifestyle Men & White Black Printed Round Neck T-shirt,top,casual,all,Black,349,5,5,adult,men,unknown,printed,unknown
10051319,Tokyo Talkies Women Green Solid Peplum Top,top,casual,all,Green,449,5,5,adult,women,unknown,solid,unknown
10052565,Fastrack Women Black & Blue Analogue Watch 6168NM01,accessory,casual,all,Blue,2396,5,5,adult,women,unknown,printed,unknown
10063643,Metro Women Brown Printed Heels,footwear,casual,all,Brown,1490,5,5,adult,women,unknown,printed,unknown
10036641,ColorPlus Men Blue & Grey Tailored Fit Printed Casual Shirt,top,casual,all,Blue,1214,5,5,adult,men,tailored,printed,unknown
10054811,Veni Vidi Vici Women Blue Bodycon Dress,one_piece,casual,all,Blue,792,5,5,adult,women,unknown,solid,unknown
10056529,Fame Forever by Lifestyle Men Blue & White Slim Fit Checked Casual Shirt,top,casual,all,Blue,649,5,5,adult,men,slim,checked,unknown
10052153,Titan Women Grey Analogue Watch 2570SM07,accessory,casual,all,Grey,3196,5,5,adult,women,unknown,solid,unknown
10052385,Zoop Unisex Kids Black Analogue Watch 16005PP01,accessory,casual,all,Black,895,5,5,kids,unisex,unknown,solid,unknown
10051479,Calvin Klein Unisex Red Cabin Trolley Bag,accessory,casual,all,Red,9090,5,5,adult,unisex,unknown,unknown,unknown
10044459,TIMESMITH Women Brown Analogue Watch TSC-050,accessory,casual,all,Brown,499,5,5,adult,women,unknown,unknown,unknown
10063703,Metro Women Black Solid Leather Heels,footwear,casual,all,Black,1990,5,5,adult,women,unknown,solid,leather
1005061,Arrow Sport Navy Woollen Sweater,top,casual,all,Navy,1119,5,5,adult,unisex,unknown,unknown,unknown
10052331,Fastrack Men Orange Leather Analogue and Digital Watch 38034SL01,accessory,casual,all,Orange,2796,5,5,adult,men,unknown,solid,leather
10038925,Kraus Jeans Women Black Skinny Fit High-Rise Clean Look Cropped Jeans K4050,bottom,casual,pear,Black,1695,6,5,adult,women,skinny,unknown,unknown
10052015,Titan Men Black Analogue Watch 1802NL01,accessory,casual,all,Black,2396,5,5,adult,men,unknown,solid,leather
10038933,Kraus Jeans Women Black Skinny Fit Mid-Rise Clean Look Cropped Jeans K4050,bottom,casual,all,Black,1595,6,5,adult,women,skinny,unknown,unknown
10060073,CODE by Lifestyle Men Yellow & White Regular Fit Checked Casual Shirt,top,casual,all,Yellow,849,5,5,adult,men,regular,checked,unknown
10046853,Roadster Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Black,1299,5,5,adult,men,slim,unknown,unknown
10052335,Sonata Reloaded Men White Analogue watch 7924SL12,accessory,casual,all,White,1325,5,5,adult,men,unknown,solid,leather
10052699,Fastrack Men White & Black Analogue Watch 3170KL01,accessory,casual,all,Black,2556,5,5,adult,men,unknown,printed,leather
10052623,Sonata Women Pink Dial & Rose Gold Toned Cuff Straps Analogue Watch NL8114WM01,accessory,casual,all,Pink,1999,5,5,adult,women,unknown,solid,unknown
10053873,Miss Chase Women Black Slim Fit High-Rise Clean Look Jeans,bottom,casual,pear,Black,879,5,5,adult,women,slim,unknown,unknown
10058401,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Jeans,bottom,casual,all,Blue,569,5,5,adult,women,skinny,unknown,unknown
10036717,ColorPlus Men Yellow Tailored Fit Checked Casual Shirt,top,casual,all,Red,959,5,5,adult,men,tailored,checked,unknown
10038613,Parx Men Black Solid Padded Jacket,top,casual,all,Black,1839,5,5,adult,men,unknown,solid,unknown
10052601,Titan Women Blue Analogue Watch,accessory,casual,all,Blue,4396,5,5,adult,women,unknown,solid,unknown
10051243,Vishudh Peach-Coloured & Grey Striped Tunic,top,casual,all,Red,601,5,5,adult,unisex,unknown,striped,unknown
10058289,Roadster Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,bottom,casual,pear,Blue,664,5,5,adult,women,skinny,unknown,unknown
10048365,Mitera Maroon & Pink Poly Georgette Solid Saree,one_piece,casual,all,Pink,1349,5,5,adult,unisex,unknown,solid,unknown
10058469,Roadster Women Blue Skinny Fit High-Rise Low Distress Stretchable Jeans,bottom,casual,pear,Blue,569,5,5,adult,women,skinny,unknown,unknown
10052501,Titan Karishma Gents Men Black Analogue watch NL1775YL01,accessory,casual,all,Black,1996,5,5,adult,men,unknown,printed,leather
10051265,Vishudh Beige Checked Tunic,top,casual,all,Beige,601,5,5,adult,unisex,unknown,checked,unknown
10037147,Shaily Red & Black Cotton Blend Printed Saree,one_piece,casual,all,Red,985,5,5,adult,unisex,unknown,printed,cotton
10052537,Fastrack Loopholes Men Black Analogue watch NL3168NM01,accessory,casual,all,Black,2396,5,5,adult,men,unknown,textured,unknown
10052207,Titan Modern Unisex Blue Analogue watch NL9400194201SM01,accessory,casual,all,Blue,10796,5,5,adult,unisex,unknown,unknown,unknown
10052169,Titan Octane Men Black Analogue watch NL90104KM02,accessory,casual,all,Black,6396,5,5,adult,men,unknown,solid,unknown
10038519,Levis Men Blue 511 Slim Fit Mid-Rise Clean Look Stretchable Jeans,bottom,casual,all,Blue,2999,5,5,adult,men,slim,unknown,unknown
10054443,Veni Vidi Vici Women Mustard Yellow Solid Fitted Top,top,casual,all,Yellow,516,5,5,adult,women,unknown,solid,unknown
10039429,Marks & Spencer Women White Linen Regular Fit Solid Casual Shirt,top,casual,all,White,1399,5,6,adult,women,regular,solid,linen
10038875,WITH Men Charcoal Slim Fit Solid Casual Shirt,top,casual,all,Charcoal,624,5,5,adult,men,slim,solid,unknown
10039379,Marks & Spencer Women Blue Solid Shirt Dress,one_piece,casual,pear,Blue,1199,5,5,adult,women,unknown,solid,unknown
10053577,Lee Cooper Men Navy Blue Regular Fit Solid Casual Shirt,top,casual,all,Blue,1799,5,5,adult,men,regular,solid,unknown
10036433,ColorPlus Men Blue & White Regular Fit Checked Casual Shirt,top,casual,all,Blue,2699,5,5,adult,men,regular,checked,unknown
10038969,Kraus Jeans Women Blue Washed Denim Jacket,bottom,casual,all,Blue,3499,5,5,adult,women,unknown,unknown,denim
10054037,Park Avenue Men Grey Bandhgala Slim Fit Suit,bottom,formal,all,Grey,3849,5,5,adult,men,slim,unknown,unknown
10052151,Titan Workwear Women Gold Analogue watch NL2588KM03,accessory,formal,all,Gold,3836,5,5,adult,women,unknown,solid,unknown
10052201,Titan Women Blue Analogue Watch 2606SM01,accessory,casual,all,Blue,4556,5,5,adult,women,unknown,solid,unknown
10052421,Sonata Men Black Bracelet Style Straps Analogue Watch 7134YM02,accessory,casual,all,Black,2049,5,5,adult,men,unknown,textured,unknown
10053777,Cottinfab Women Mustard Yellow Solid Playsuit,top,casual,all,Yellow,647,5,5,adult,women,unknown,solid,unknown
10052167,Fastrack Women Magenta Textured Analogue Watch 6167NM01,accessory,casual,all,Red,2396,5,5,adult,women,unknown,textured,unknown
10036349,ColorPlus Men Blue Regular Fit Printed Casual Shirt,top,casual,all,Blue,1119,5,5,adult,men,regular,printed,unknown
10051935,Fastrack Women Purple Analogue Watch 6169SL01,accessory,casual,all,Purple,1640,5,5,adult,women,unknown,solid,leather
